canonical_region_id,geometry_feature_id,legacy_region_id,geometry_source_id,geometry_source_name,geometry_snapshot_name,official_current_name_verified,region_type,current_province_id_verified,geometry_snapshot_province,kemendagri_code_verified,bps_code_verified,aliases,valid_from,valid_to,status,match_status,ambiguity_reason,geometry_boundary_version,metadata_source_version,source_access_date,notes
idn-adm2-gb-22746128b62533997811788,gb-22746128B62533997811788,gb-22746128B62533997811788,22746128B62533997811788,Kota Tangerang Selatan,Kota Tangerang Selatan,,Kota,,Banten,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b91306693093612,gb-22746128B91306693093612,gb-22746128B91306693093612,22746128B91306693093612,Kota Tanjung Balai,Kota Tanjung Balai,,Kota,,Sumatera Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b73074683492420,gb-22746128B73074683492420,gb-22746128B73074683492420,22746128B73074683492420,Kota Tanjung Pinang,Kota Tanjung Pinang,,Kota,,Kepulauan Riau,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b97983454808676,gb-22746128B97983454808676,gb-22746128B97983454808676,22746128B97983454808676,Kota Tarakan,Kota Tarakan,,Kota,,Kalimantan Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b57000549481658,gb-22746128B57000549481658,gb-22746128B57000549481658,22746128B57000549481658,Kota Tasikmalaya,Kota Tasikmalaya,,unresolved,,,,,Kota Tasikmalaya | Jawa Barat | 32.78; Tasikmalaya | Jawa Barat | 32.06,,,ambiguous_metadata_unresolved,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-candidates-unresolved,2026-07-12,Do not assign official code/name/province without row-level evidence.
idn-adm2-gb-22746128b29639616204280,gb-22746128B29639616204280,gb-22746128B29639616204280,22746128B29639616204280,Kota Tebing Tinggi,Kota Tebing Tinggi,,Kota,,Sumatera Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b85080883644541,gb-22746128B85080883644541,gb-22746128B85080883644541,22746128B85080883644541,Kota Tegal,Kota Tegal,,unresolved,,,,,Kota Tegal | Jawa Tengah | 33.76; Tegal | Jawa Tengah | 33.28,,,ambiguous_metadata_unresolved,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-candidates-unresolved,2026-07-12,Do not assign official code/name/province without row-level evidence.
idn-adm2-gb-22746128b36781349389855,gb-22746128B36781349389855,gb-22746128B36781349389855,22746128B36781349389855,Kota Ternate,Kota Ternate,,Kota,,Maluku Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b24002479708791,gb-22746128B24002479708791,gb-22746128B24002479708791,22746128B24002479708791,Kota Tidore Kepulauan,Kota Tidore Kepulauan,,Kota,,Maluku Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b12552284418793,gb-22746128B12552284418793,gb-22746128B12552284418793,22746128B12552284418793,Kota Tomohon,Kota Tomohon,,Kota,,Sulawesi Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b79752231805890,gb-22746128B79752231805890,gb-22746128B79752231805890,22746128B79752231805890,Kota Tual,Kota Tual,,Kota,,Maluku,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b9761158776103,gb-22746128B9761158776103,gb-22746128B9761158776103,22746128B9761158776103,Kota Yogyakarta,Kota Yogyakarta,,Kota,,Daerah Istimewa Yogyakarta,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b93777795819955,gb-22746128B93777795819955,gb-22746128B93777795819955,22746128B93777795819955,Kotawaringin Barat,Kabupaten Kotawaringin Barat,,Kabupaten,,Kalimantan Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b94284518008212,gb-22746128B94284518008212,gb-22746128B94284518008212,22746128B94284518008212,Kotawaringin Timur,Kabupaten Kotawaringin Timur,,Kabupaten,,Kalimantan Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b8182037452639,gb-22746128B8182037452639,gb-22746128B8182037452639,22746128B8182037452639,Kuantan Singingi,Kabupaten Kuantan Singingi,,Kabupaten,,Riau,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b69090577702614,gb-22746128B69090577702614,gb-22746128B69090577702614,22746128B69090577702614,Kubu Raya,Kabupaten Kubu Raya,,Kabupaten,,Kalimantan Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b61967707401144,gb-22746128B61967707401144,gb-22746128B61967707401144,22746128B61967707401144,Kudus,Kabupaten Kudus,,Kabupaten,,Jawa Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b43033686501526,gb-22746128B43033686501526,gb-22746128B43033686501526,22746128B43033686501526,Kulon Progo,Kabupaten Kulon Progo,,Kabupaten,,Daerah Istimewa Yogyakarta,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b44289127403365,gb-22746128B44289127403365,gb-22746128B44289127403365,22746128B44289127403365,Kuningan,Kabupaten Kuningan,,Kabupaten,,Jawa Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b27765258797580,gb-22746128B27765258797580,gb-22746128B27765258797580,22746128B27765258797580,Kupang,Kupang,,unresolved,,,,,Kota Kupang | Nusa Tenggara Timur | 53.71; Kupang | Nusa Tenggara Timur | 53.03,,,ambiguous_metadata_unresolved,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-candidates-unresolved,2026-07-12,Do not assign official code/name/province without row-level evidence.
idn-adm2-gb-22746128b93368126922918,gb-22746128B93368126922918,gb-22746128B93368126922918,22746128B93368126922918,Kutai Barat,Kabupaten Kutai Barat,,Kabupaten,,Kalimantan Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b55621143702768,gb-22746128B55621143702768,gb-22746128B55621143702768,22746128B55621143702768,Kutai Kartanegara,Kabupaten Kutai Kartanegara,,Kabupaten,,Kalimantan Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b75924443266043,gb-22746128B75924443266043,gb-22746128B75924443266043,22746128B75924443266043,Kutai Timur,Kabupaten Kutai Timur,,Kabupaten,,Kalimantan Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b75065966155231,gb-22746128B75065966155231,gb-22746128B75065966155231,22746128B75065966155231,Labuhan Batu,Kabupaten Labuhan Batu,,Kabupaten,,Sumatera Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b23995987640193,gb-22746128B23995987640193,gb-22746128B23995987640193,22746128B23995987640193,Labuhan Batu Selatan,Kabupaten Labuhan Batu Selatan,,Kabupaten,,Sumatera Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b7095356521044,gb-22746128B7095356521044,gb-22746128B7095356521044,22746128B7095356521044,Labuhan Batu Utara,Kabupaten Labuhan Batu Utara,,Kabupaten,,Sumatera Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b84107388414918,gb-22746128B84107388414918,gb-22746128B84107388414918,22746128B84107388414918,Lahat,Kabupaten Lahat,,Kabupaten,,Sumatera Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b62127435888540,gb-22746128B62127435888540,gb-22746128B62127435888540,22746128B62127435888540,Lamandau,Kabupaten Lamandau,,Kabupaten,,Kalimantan Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b62762388436916,gb-22746128B62762388436916,gb-22746128B62762388436916,22746128B62762388436916,Lamongan,Kabupaten Lamongan,,Kabupaten,,Jawa Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b74428971192525,gb-22746128B74428971192525,gb-22746128B74428971192525,22746128B74428971192525,Lampung Barat,Kabupaten Lampung Barat,,Kabupaten,,Lampung,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b4401734887211,gb-22746128B4401734887211,gb-22746128B4401734887211,22746128B4401734887211,Lampung Selatan,Kabupaten Lampung Selatan,,Kabupaten,,Lampung,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b57273633041967,gb-22746128B57273633041967,gb-22746128B57273633041967,22746128B57273633041967,Lampung Tengah,Kabupaten Lampung Tengah,,Kabupaten,,Lampung,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b49036162018248,gb-22746128B49036162018248,gb-22746128B49036162018248,22746128B49036162018248,Lampung Timur,Kabupaten Lampung Timur,,Kabupaten,,Lampung,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b16659764843822,gb-22746128B16659764843822,gb-22746128B16659764843822,22746128B16659764843822,Lampung Utara,Kabupaten Lampung Utara,,Kabupaten,,Lampung,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b55433427549228,gb-22746128B55433427549228,gb-22746128B55433427549228,22746128B55433427549228,Landak,Kabupaten Landak,,Kabupaten,,Kalimantan Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b45262154134474,gb-22746128B45262154134474,gb-22746128B45262154134474,22746128B45262154134474,Langkat,Kabupaten Langkat,,Kabupaten,,Sumatera Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b21145180666794,gb-22746128B21145180666794,gb-22746128B21145180666794,22746128B21145180666794,Lanny Jaya,Kabupaten Lanny Jaya,,Kabupaten,,Papua,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b73767534141998,gb-22746128B73767534141998,gb-22746128B73767534141998,22746128B73767534141998,Lebak,Kabupaten Lebak,,Kabupaten,,Banten,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b6914990948320,gb-22746128B6914990948320,gb-22746128B6914990948320,22746128B6914990948320,Lebong,Kabupaten Lebong,,Kabupaten,,Bengkulu,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b62947944336237,gb-22746128B62947944336237,gb-22746128B62947944336237,22746128B62947944336237,Lembata,Kabupaten Lembata,,Kabupaten,,Nusa Tenggara Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b97954273808268,gb-22746128B97954273808268,gb-22746128B97954273808268,22746128B97954273808268,Lima Puluh Kota,Kabupaten Lima Puluh Kota,,Kabupaten,,Sumatera Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b41866695352092,gb-22746128B41866695352092,gb-22746128B41866695352092,22746128B41866695352092,Lingga,Kabupaten Lingga,,Kabupaten,,Kepulauan Riau,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b38668827904245,gb-22746128B38668827904245,gb-22746128B38668827904245,22746128B38668827904245,Lombok Barat,Kabupaten Lombok Barat,,Kabupaten,,Nusa Tenggara Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b98880758851169,gb-22746128B98880758851169,gb-22746128B98880758851169,22746128B98880758851169,Lombok Tengah,Kabupaten Lombok Tengah,,Kabupaten,,Nusa Tenggara Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b55307338459902,gb-22746128B55307338459902,gb-22746128B55307338459902,22746128B55307338459902,Lombok Timur,Kabupaten Lombok Timur,,Kabupaten,,Nusa Tenggara Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b90862663975631,gb-22746128B90862663975631,gb-22746128B90862663975631,22746128B90862663975631,Lombok Utara,Kabupaten Lombok Utara,,Kabupaten,,Nusa Tenggara Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b76070527787319,gb-22746128B76070527787319,gb-22746128B76070527787319,22746128B76070527787319,Lumajang,Kabupaten Lumajang,,Kabupaten,,Jawa Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b94521952332625,gb-22746128B94521952332625,gb-22746128B94521952332625,22746128B94521952332625,Luwu,Kabupaten Luwu,,Kabupaten,,Sulawesi Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b1110744719374,gb-22746128B1110744719374,gb-22746128B1110744719374,22746128B1110744719374,Luwu Timur,Kabupaten Luwu Timur,,Kabupaten,,Sulawesi Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b26232805086319,gb-22746128B26232805086319,gb-22746128B26232805086319,22746128B26232805086319,Luwu Utara,Kabupaten Luwu Utara,,Kabupaten,,Sulawesi Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b56340035124164,gb-22746128B56340035124164,gb-22746128B56340035124164,22746128B56340035124164,Madiun,Madiun,,unresolved,,,,,Kota Madiun | Jawa Timur | 35.77; Madiun | Jawa Timur | 35.19,,,ambiguous_metadata_unresolved,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-candidates-unresolved,2026-07-12,Do not assign official code/name/province without row-level evidence.
idn-adm2-gb-22746128b50341569898666,gb-22746128B50341569898666,gb-22746128B50341569898666,22746128B50341569898666,Magelang,Magelang,,unresolved,,,,,Kota Magelang | Jawa Tengah | 33.71; Magelang | Jawa Tengah | 33.08,,,ambiguous_metadata_unresolved,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-candidates-unresolved,2026-07-12,Do not assign official code/name/province without row-level evidence.
idn-adm2-gb-22746128b43524249433579,gb-22746128B43524249433579,gb-22746128B43524249433579,22746128B43524249433579,Magetan,Kabupaten Magetan,,Kabupaten,,Jawa Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b30313932055345,gb-22746128B30313932055345,gb-22746128B30313932055345,22746128B30313932055345,Mahakam Hulu,Kabupaten Mahakam Hulu,,Kabupaten,,Kalimantan Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b87647472826371,gb-22746128B87647472826371,gb-22746128B87647472826371,22746128B87647472826371,Majalengka,Kabupaten Majalengka,,Kabupaten,,Jawa Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b56869239776422,gb-22746128B56869239776422,gb-22746128B56869239776422,22746128B56869239776422,Majene,Kabupaten Majene,,Kabupaten,,Sulawesi Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b56140662064287,gb-22746128B56140662064287,gb-22746128B56140662064287,22746128B56140662064287,Malaka,Kabupaten Malaka,,Kabupaten,,Nusa Tenggara Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b8866265958554,gb-22746128B8866265958554,gb-22746128B8866265958554,22746128B8866265958554,Malang,Malang,,unresolved,,,,,Kota Malang | Jawa Timur | 35.73; Malang | Jawa Timur | 35.07,,,ambiguous_metadata_unresolved,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-candidates-unresolved,2026-07-12,Do not assign official code/name/province without row-level evidence.
idn-adm2-gb-22746128b54632748429230,gb-22746128B54632748429230,gb-22746128B54632748429230,22746128B54632748429230,Malinau,Kabupaten Malinau,,Kabupaten,,Kalimantan Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
